0	374	5.0
0	1993	5.0
0	428	5.0
0	2267	5.0
0	3954	5.0
0	9922	5.0
1	8922	5.0
1	5627	5.0
1	6552	5.0
1	10161	4.0
1	5170	4.0
1	189	5.0
1	627	4.0
1	1583	4.0
2	10229	5.0
2	3271	4.0
2	10422	5.0
2	958	2.0
2	2295	1.0
2	2258	5.0
3	4587	5.0
3	11030	5.0
3	6090	5.0
3	4347	5.0
3	6229	5.0
3	1527	3.0
3	3450	5.0
4	4210	4.0
4	5447	4.0
4	3184	3.0
4	7238	5.0
4	5060	5.0
5	2010	3.0
5	6386	4.0
5	1263	4.0
5	3771	3.0
5	6175	4.0
5	11850	3.0
5	7176	4.0
5	10317	4.0
5	1338	5.0
5	8854	5.0
5	6582	5.0
5	3470	4.0
5	5028	4.0
5	9568	4.0
5	554	4.0
6	11901	4.0
6	3282	4.0
6	4781	4.0
6	5125	4.0
6	4126	4.0
6	4679	4.0
7	689	5.0
7	8604	5.0
7	4395	5.0
7	9568	5.0
7	784	5.0
8	10300	5.0
8	2680	5.0
8	6129	5.0
8	10502	5.0
8	7816	5.0
8	3473	5.0
9	6805	5.0
9	8291	5.0
9	4585	5.0
9	7908	5.0
9	2665	5.0
9	6706	5.0
9	2022	5.0
9	9617	5.0
9	1636	5.0
9	3397	5.0
9	3390	5.0
9	8427	5.0
9	6368	5.0
9	3017	5.0
10	11734	5.0
10	10619	3.0
10	6421	4.0
10	4102	5.0
10	1805	4.0
10	2721	5.0
10	9842	4.0
11	3438	5.0
11	2893	3.0
11	2222	5.0
11	7272	4.0
11	3775	5.0
12	10339	5.0
12	10981	5.0
12	11389	5.0
12	9426	5.0
12	4465	5.0
12	7819	5.0
13	10537	5.0
13	3623	5.0
13	3748	5.0
13	6887	5.0
13	4081	5.0
13	7652	5.0
14	5810	5.0
14	9817	4.0
14	4104	5.0
14	9788	5.0
14	11188	5.0
14	8712	4.0
15	10505	5.0
15	394	5.0
15	5885	3.0
15	6413	4.0
15	6906	5.0
15	7950	5.0
16	5438	4.0
16	10141	3.0
16	3197	4.0
16	9048	4.0
16	652	3.0
17	10186	1.0
17	3104	5.0
17	1654	5.0
17	6566	1.0
17	9104	5.0
17	2793	3.0
18	1930	5.0
18	6221	4.0
18	2970	5.0
18	713	4.0
18	8351	5.0
18	429	5.0
18	10140	5.0
19	8630	5.0
19	4912	5.0
19	10295	5.0
19	11346	5.0
19	2940	3.0
20	342	5.0
20	11445	5.0
20	5422	5.0
20	10823	5.0
20	3834	5.0
21	6655	5.0
21	4746	5.0
21	11919	5.0
21	5164	1.0
21	7431	1.0
21	5557	5.0
21	4435	5.0
21	9094	2.0
21	1025	5.0
21	6639	2.0
21	5756	2.0
21	3577	3.0
21	8876	5.0
21	10666	3.0
21	5513	5.0
21	7390	3.0
21	5958	4.0
22	5026	5.0
22	7256	4.0
22	8905	3.0
22	10474	4.0
22	7481	4.0
23	10019	5.0
23	1349	5.0
23	11887	5.0
23	4359	5.0
23	1474	3.0
23	10172	5.0
23	3659	3.0
23	8443	5.0
23	9750	5.0
23	9056	5.0
23	9551	5.0
24	7373	5.0
24	7375	5.0
24	926	4.0
24	10698	5.0
24	2010	5.0
24	1805	5.0
24	1936	5.0
24	1140	5.0
25	9711	4.0
25	3189	4.0
25	9386	5.0
25	6468	4.0
25	2133	5.0
25	794	5.0
25	3020	5.0
25	742	5.0
26	10958	5.0
26	7333	5.0
26	7719	5.0
26	1213	4.0
26	1580	5.0
27	4470	4.0
27	10725	5.0
27	1096	5.0
27	9476	5.0
27	3496	5.0
27	11021	5.0
27	7058	5.0
27	9352	5.0
27	10235	5.0
27	9400	4.0
27	10879	5.0
27	3749	5.0
27	4203	3.0
27	10386	5.0
28	962	5.0
28	6073	5.0
28	8526	4.0
28	11505	5.0
28	4675	4.0
28	9739	4.0
28	5675	3.0
28	160	4.0
28	11887	5.0
28	3630	5.0
28	143	5.0
28	8611	5.0
29	5497	5.0
29	9102	5.0
29	3712	5.0
29	6611	5.0
29	1174	5.0
29	6680	5.0
29	4064	5.0
29	113	5.0
29	2119	5.0
29	369	5.0
29	4621	5.0
29	8437	5.0
29	1821	5.0
29	5585	5.0
29	5077	5.0
29	6584	3.0
29	1215	4.0
29	3301	5.0
29	1932	5.0
29	3211	5.0
30	10345	5.0
30	4081	5.0
30	374	4.0
30	7277	2.0
30	5757	4.0
30	8999	4.0
30	3887	5.0
30	4533	5.0
31	6462	3.0
31	3150	3.0
31	10226	5.0
31	1195	4.0
31	2702	2.0
32	4191	2.0
32	6214	5.0
32	4445	5.0
32	8071	5.0
32	11646	5.0
32	5906	5.0
33	4773	3.0
33	6504	3.0
33	9358	4.0
33	9234	5.0
33	1048	5.0
33	11038	5.0
33	11575	3.0
33	5644	5.0
33	5168	4.0
33	9460	3.0
33	6924	4.0
33	2028	3.0
33	4975	3.0
33	9168	2.0
33	5826	2.0
33	1302	3.0
33	4027	4.0
34	3573	5.0
34	2634	5.0
34	7726	1.0
34	7481	5.0
34	9212	5.0
34	8680	5.0
35	538	5.0
35	2044	5.0
35	3891	1.0
35	10337	5.0
35	1980	5.0
35	2220	5.0
35	10344	5.0
35	10381	5.0
35	2021	5.0
35	11837	2.0
36	4297	5.0
36	2335	5.0
36	4477	5.0
36	6556	4.0
36	6361	5.0
36	3045	5.0
36	6576	4.0
36	5783	5.0
36	8301	3.0
36	314	4.0
37	718	5.0
37	5493	5.0
37	1400	5.0
37	2495	5.0
37	1266	5.0
37	11916	5.0
37	10335	4.0
37	3541	5.0
38	11756	5.0
38	8174	4.0
38	4661	5.0
38	4138	5.0
38	6237	5.0
39	9554	5.0
39	8228	4.0
39	9941	4.0
39	7898	5.0
39	8420	5.0
39	10252	5.0
39	7917	5.0
39	9383	5.0
40	4840	4.0
40	10088	5.0
40	7695	5.0
40	5891	5.0
40	4140	5.0
40	7937	5.0
40	1928	3.0
40	4578	5.0
40	5260	5.0
40	3155	5.0
40	7481	5.0
40	6885	5.0
41	10549	5.0
41	4614	5.0
41	11918	5.0
41	11057	5.0
41	7446	5.0
42	11302	5.0
42	11502	4.0
42	11537	3.0
42	6576	5.0
42	11880	5.0
42	7683	2.0
43	3791	1.0
43	1309	2.0
43	164	1.0
43	11084	3.0
43	11916	1.0
44	4775	5.0
44	7816	5.0
44	1543	5.0
44	11845	5.0
44	5022	5.0
44	10842	5.0
44	5651	5.0
45	6076	5.0
45	9012	5.0
45	4359	5.0
45	2321	3.0
45	2418	4.0
45	7307	4.0
45	8412	3.0
46	10460	5.0
46	9358	3.0
46	5890	4.0
46	11410	4.0
46	7993	3.0
46	3350	4.0
46	670	4.0
46	11234	5.0
46	9077	4.0
46	6404	4.0
46	8354	4.0
46	11694	5.0
46	2069	4.0
47	10347	5.0
47	7734	4.0
47	9500	5.0
47	1092	4.0
47	10789	4.0
47	9896	5.0
47	6299	2.0
47	10924	5.0
47	10362	5.0
47	3510	5.0
47	6725	1.0
47	10123	4.0
47	8510	5.0
47	3242	5.0
47	3826	4.0
48	7958	5.0
48	10695	4.0
48	7538	3.0
48	4	5.0
48	5795	5.0
48	7611	5.0
49	1469	5.0
49	3541	5.0
49	261	5.0
49	6186	5.0
49	11275	5.0
49	5498	5.0
49	7586	5.0
49	6549	5.0
50	1603	5.0
50	761	5.0
50	1307	5.0
50	4407	5.0
50	978	5.0
51	1466	4.0
51	7147	5.0
51	1175	5.0
51	9885	3.0
51	1296	3.0
52	10432	5.0
52	3141	5.0
52	7419	5.0
52	9856	5.0
52	2445	5.0
52	4248	4.0
53	2304	5.0
53	2928	5.0
53	5427	5.0
53	9770	5.0
53	3531	5.0
53	9125	1.0
53	3249	1.0
53	3334	1.0
53	1032	2.0
53	1348	5.0
53	10024	3.0
53	3563	5.0
53	3290	2.0
53	8391	5.0
53	8875	5.0
53	10828	1.0
53	10154	5.0
53	4038	5.0
54	277	3.0
54	9094	5.0
54	395	4.0
54	1851	5.0
54	10619	5.0
54	10329	5.0
54	1556	5.0
54	2155	5.0
54	4906	5.0
54	8974	1.0
54	11389	5.0
54	8948	4.0
54	9567	5.0
54	1179	5.0
54	6361	2.0
54	515	4.0
54	9341	5.0
54	3717	5.0
54	655	5.0
54	8380	5.0
55	11669	5.0
55	10789	5.0
55	10875	5.0
55	7085	5.0
55	1814	5.0
55	6275	5.0
55	10926	5.0
55	2385	2.0
55	4738	5.0
55	8351	4.0
55	8441	5.0
55	10622	5.0
56	11318	5.0
56	7587	5.0
56	5631	4.0
56	9166	5.0
56	1263	5.0
56	6532	5.0
56	10375	5.0
56	5260	5.0
56	3584	5.0
56	5230	5.0
56	2704	5.0
56	10445	4.0
56	4159	5.0
57	1575	3.0
57	124	3.0
57	9299	3.0
57	5787	5.0
57	7561	4.0
57	754	4.0
57	853	4.0
57	5297	1.0
57	11669	3.0
58	1543	5.0
58	1828	4.0
58	389	3.0
58	2886	5.0
58	3337	5.0
58	5745	4.0
59	2477	5.0
59	10448	5.0
59	4337	5.0
59	1510	5.0
59	5033	4.0
59	8138	4.0
59	11505	5.0
60	2053	5.0
60	5286	5.0
60	5437	4.0
60	3419	1.0
60	4838	5.0
60	5365	3.0
61	8201	5.0
61	7972	4.0
61	10626	3.0
61	4525	3.0
61	8579	5.0
62	8509	3.0
62	7511	4.0
62	4340	5.0
62	3448	4.0
62	4025	3.0
62	7509	5.0
62	10918	5.0
62	11407	5.0
62	4489	5.0
62	3228	5.0
62	4250	4.0
62	3624	4.0
62	6514	5.0
62	449	5.0
62	2297	4.0
62	5907	5.0
62	6060	5.0
63	7242	5.0
63	6603	4.0
63	1190	5.0
63	8509	4.0
63	1391	5.0
63	8657	3.0
63	3914	5.0
63	2566	5.0
64	2197	4.0
64	5005	1.0
64	122	5.0
64	9234	4.0
64	10877	4.0
64	10362	3.0
64	4167	4.0
64	11919	4.0
64	2309	5.0
64	407	4.0
64	1401	4.0
64	5097	5.0
65	3280	5.0
65	7347	5.0
65	10491	5.0
65	5390	5.0
65	6499	4.0
65	9994	5.0
66	6802	3.0
66	138	4.0
66	10368	5.0
66	6875	4.0
66	234	4.0
66	1718	4.0
66	9727	5.0
66	2093	5.0
66	5226	3.0
66	1919	5.0
66	3625	5.0
66	4852	5.0
66	10956	5.0
66	5326	5.0
66	3647	5.0
66	9258	4.0
67	4665	4.0
67	1796	5.0
67	6574	3.0
67	10555	3.0
67	123	4.0
68	4535	5.0
68	11523	5.0
68	4410	5.0
68	3929	2.0
68	7415	5.0
68	7310	3.0
69	4491	5.0
69	6493	5.0
69	9831	4.0
69	5552	5.0
69	6951	5.0
69	1596	5.0
70	7713	5.0
70	475	4.0
70	1778	5.0
70	992	4.0
70	1947	5.0
70	9554	5.0
70	7898	4.0
71	6802	5.0
71	924	4.0
71	886	5.0
71	1937	4.0
71	8463	5.0
72	1405	4.0
72	1886	5.0
72	112	3.0
72	3369	3.0
72	1031	2.0
73	8436	5.0
73	2525	5.0
73	4823	4.0
73	6306	5.0
73	6852	5.0
73	11862	5.0
73	3433	3.0
73	2834	5.0
73	5539	2.0
74	10610	5.0
74	10367	5.0
74	7643	5.0
74	817	5.0
74	1926	4.0
74	5193	5.0
74	8303	5.0
75	6275	5.0
75	3985	5.0
75	7185	5.0
75	2736	5.0
75	2831	5.0
75	11862	5.0
75	1835	5.0
76	4385	5.0
76	6015	4.0
76	8260	4.0
76	5881	4.0
76	11065	3.0
76	11637	4.0
76	1929	5.0
76	6607	5.0
76	1175	4.0
76	730	5.0
76	1474	5.0
77	5607	4.0
77	9404	4.0
77	4031	3.0
77	7184	5.0
77	2102	5.0
77	9460	5.0
77	6707	5.0
77	3157	5.0
77	11683	5.0
77	9860	5.0
77	5370	5.0
77	5262	4.0
77	6153	5.0
77	5632	5.0
77	5840	5.0
78	2997	5.0
78	5749	5.0
78	5409	5.0
78	3374	4.0
78	2337	4.0
78	9337	4.0
78	8391	4.0
79	9122	4.0
79	733	4.0
79	1371	5.0
79	4441	4.0
79	1536	5.0
79	9311	5.0
79	3684	4.0
79	107	4.0
79	2522	5.0
79	11689	3.0
79	1308	5.0
79	8028	5.0
79	10046	5.0
79	10325	4.0
79	4408	5.0
80	5212	5.0
80	8593	5.0
80	8795	5.0
80	9729	5.0
80	5564	5.0
81	10933	5.0
81	5185	5.0
81	6095	5.0
81	8338	5.0
81	5670	3.0
81	8690	5.0
81	11505	5.0
81	2042	5.0
81	11806	4.0
81	7470	5.0
81	5712	4.0
81	4644	5.0
81	9286	5.0
81	7229	5.0
81	8506	5.0
82	9885	3.0
82	3357	3.0
82	87	5.0
82	8658	3.0
82	11331	5.0
82	5352	3.0
83	6971	3.0
83	6237	4.0
83	8110	5.0
83	6993	5.0
83	7992	5.0
84	137	5.0
84	5249	4.0
84	11408	4.0
84	5209	5.0
84	4223	4.0
84	6479	4.0
84	7664	4.0
84	8005	5.0
84	11335	5.0
84	7861	5.0
84	10595	4.0
85	1404	5.0
85	11916	4.0
85	1749	4.0
85	2162	4.0
85	194	3.0
85	5409	4.0
85	2356	4.0
85	8528	4.0
85	432	4.0
85	9807	5.0
86	349	5.0
86	5820	5.0
86	608	5.0
86	826	3.0
86	8229	3.0
87	8990	5.0
87	3202	5.0
87	331	4.0
87	3601	4.0
87	9938	5.0
87	7053	5.0
88	1958	5.0
88	8737	4.0
88	2550	4.0
88	9431	2.0
88	5588	5.0
89	11309	3.0
89	11344	5.0
89	2314	4.0
89	4248	5.0
89	710	1.0
89	3663	4.0
89	3037	5.0
89	10316	2.0
90	11145	5.0
90	9035	5.0
90	5437	5.0
90	3461	5.0
90	10864	5.0
90	9500	5.0
90	2140	1.0
91	6928	5.0
91	3954	5.0
91	10483	5.0
91	4561	5.0
91	8033	5.0
92	11832	5.0
92	354	5.0
92	10138	5.0
92	9820	5.0
92	4431	5.0
92	8030	5.0
92	891	5.0
93	3196	3.0
93	11185	5.0
93	6858	5.0
93	4585	5.0
93	6706	3.0
93	1610	5.0
93	6336	5.0
94	4161	4.0
94	8062	5.0
94	6146	4.0
94	2873	4.0
94	7104	4.0
94	9012	4.0
94	2440	2.0
95	10500	5.0
95	105	5.0
95	1408	5.0
95	11338	2.0
95	11373	5.0
96	734	5.0
96	709	5.0
96	10	4.0
96	11485	3.0
96	1834	3.0
97	3997	3.0
97	10803	4.0
97	7621	4.0
97	5997	4.0
97	1505	5.0
97	7732	5.0
98	11435	5.0
98	954	5.0
98	11881	5.0
98	206	3.0
98	2597	2.0
99	1325	4.0
99	2215	4.0
99	4102	2.0
99	108	5.0
99	8099	5.0
100	4719	4.0
100	11282	5.0
100	1708	4.0
100	3932	3.0
100	8040	5.0
100	9405	5.0
100	2385	5.0
100	9423	4.0
101	5249	5.0
101	1591	5.0
101	4435	5.0
101	8326	5.0
101	2328	5.0
102	727	5.0
102	10616	5.0
102	7147	5.0
102	8715	5.0
102	10762	5.0
103	677	4.0
103	6592	5.0
103	4551	4.0
103	4428	4.0
103	6361	4.0
104	9417	5.0
104	9196	5.0
104	7467	5.0
104	880	5.0
104	1054	3.0
104	10644	4.0
104	2415	5.0
104	1159	5.0
